ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
1959-01-01,34.694053,27.998499836233552,44.28333983010204,34.694053,34.694053,0.03657849172727019,0.03657849172727019,0.03657849172727019,0.023035779999987373,0.023035779999987373,0.023035779999987373,0.013542711727282818,0.013542711727282818,0.013542711727282818,0.0,0.0,0.0,35.963109130645975
1959-01-02,34.73545442857143,27.946253781995054,44.106646270570614,34.73545442857143,34.73545442857143,0.03326094167840339,0.03326094167840339,0.03326094167840339,0.00021420081237765766,0.00021420081237765766,0.00021420081237765766,0.033046740866025735,0.033046740866025735,0.033046740866025735,0.0,0.0,0.0,35.89078835249298
1959-01-03,34.776855857142856,27.99605427877952,43.65094587874698,34.776855857142856,34.776855857142856,0.0372829044709689,0.0372829044709689,0.0372829044709689,-0.014596621560010957,-0.014596621560010957,-0.014596621560010957,0.05187952603097986,0.05187952603097986,0.05187952603097986,0.0,0.0,0.0,36.07343805186537
1959-01-04,34.81825728571429,26.86463314273964,43.16528742122615,34.81825728571429,34.81825728571429,-0.0017542199318651645,-0.0017542199318651645,-0.0017542199318651645,-0.07152685401130092,-0.07152685401130092,-0.07152685401130092,0.06977263407943575,0.06977263407943575,0.06977263407943575,0.0,0.0,0.0,34.75717840479088
1959-01-05,34.859658714285715,29.676488113068515,45.268314063250415,34.859658714285715,34.859658714285715,0.06997228344287329,0.06997228344287329,0.06997228344287329,-0.016506430077642926,-0.016506430077642926,-0.016506430077642926,0.08647871352051621,0.08647871352051621,0.08647871352051621,0.0,0.0,0.0,37.29886863456354
1959-01-06,34.90106014285714,31.601748272579094,48.37025187388642,34.90106014285714,34.90106014285714,0.13851817534546504,0.13851817534546504,0.13851817534546504,0.036741091430135,0.036741091430135,0.036741091430135,0.10177708391533002,0.10177708391533002,0.10177708391533002,0.0,0.0,0.0,39.735491311468046
1959-01-07,34.942461571428574,31.869445305563513,48.67483143995731,34.942461571428574,34.942461571428574,0.15811751188309436,0.15811751188309436,0.15811751188309436,0.042638833406418844,0.042638833406418844,0.042638833406418844,0.11547867847667553,0.11547867847667553,0.11547867847667553,0.0,0.0,0.0,40.4674766541735
1959-01-08,34.983863,31.67098347912835,48.2603492701199,34.983863,34.983863,0.1504659910483365,0.1504659910483365,0.1504659910483365,0.02303577999998241,0.02303577999998241,0.02303577999998241,0.1274302110483541,0.1274302110483541,0.1274302110483541,0.0,0.0,0.0,40.24774461699423
1959-01-09,35.025264428571425,31.243275276077178,47.620527593574515,35.025264428571425,35.025264428571425,0.1377316595540713,0.1377316595540713,0.1377316595540713,0.00021420081238966368,0.00021420081238966368,0.00021420081238966368,0.13751745874168164,0.13751745874168164,0.13751745874168164,0.0,0.0,0.0,39.84935222463875
1959-01-10,35.06666585714286,31.33699854693846,47.99468121810685,35.06666585714286,35.06666585714286,0.13107095306433542,0.13107095306433542,0.13107095306433542,-0.01459662156002262,-0.01459662156002262,-0.01459662156002262,0.14566757462435803,0.14566757462435803,0.14566757462435803,0.0,0.0,0.0,39.662887171827165
1959-01-11,35.108067285714284,30.215293535879855,45.95737508308011,35.108067285714284,35.108067285714284,0.08032351635416812,0.08032351635416812,0.08032351635416812,-0.07152685401130277,-0.07152685401130277,-0.07152685401130277,0.1518503703654709,0.1518503703654709,0.1518503703654709,0.0,0.0,0.0,37.92807070250159
1959-01-12,35.14946871428571,32.21599402084505,48.33926148439074,35.14946871428571,35.14946871428571,0.1395721058662281,0.1395721058662281,0.1395721058662281,-0.016506430077612832,-0.016506430077612832,-0.016506430077612832,0.1560785359438409,0.1560785359438409,0.1560785359438409,0.0,0.0,0.0,40.055354082817665
1959-01-13,35.19087014285714,33.77934440036896,50.298273191832365,35.19087014285714,35.19087014285714,0.19514788310917555,0.19514788310917555,0.19514788310917555,0.03674109143013998,0.03674109143013998,0.03674109143013998,0.1584067916790356,0.1584067916790356,0.1584067916790356,0.0,0.0,0.0,42.058293956005606
1959-01-14,35.23227157142857,34.14461736186193,51.06577108572906,35.23227157142857,35.23227157142857,0.2015688295777407,0.2015688295777407,0.2015688295777407,0.04263883340640869,0.04263883340640869,0.04263883340640869,0.158929996171332,0.158929996171332,0.158929996171332,0.0,0.0,0.0,42.33399931544653
1959-01-15,35.273673008404565,33.54641815085336,49.87794323225473,35.273673008404565,35.273673008404565,0.18081604145844168,0.18081604145844168,0.18081604145844168,0.023035780000001723,0.023035780000001723,0.023035780000001723,0.15778026145843996,0.15778026145843996,0.15778026145843996,0.0,0.0,0.0,41.651718929483756
1959-01-16,35.31507444538056,32.075589518079894,49.4164670764233,35.31507444538056,35.31507444538056,0.1553373538605337,0.1553373538605337,0.1553373538605337,0.00021420081237649366,0.00021420081237649366,0.00021420081237649366,0.15512315304815721,0.15512315304815721,0.15512315304815721,0.0,0.0,0.0,40.80082466111373
1959-01-17,35.35647588235655,32.21723821440608,48.75915744228047,35.35647588235655,35.35647588235655,0.13655645517981668,0.13655645517981668,0.13655645517981668,-0.01459662156000913,-0.01459662156000913,-0.01459662156000913,0.1511530767398258,0.1511530767398258,0.1511530767398258,0.0,0.0,0.0,40.18463089650184
1959-01-18,35.397877319332544,29.610916386215823,46.698991527111716,35.397877319332544,35.397877319332544,0.07456112162284548,0.07456112162284548,0.07456112162284548,-0.07152685401130462,-0.07152685401130462,-0.07152685401130462,0.1460879756341501,0.1460879756341501,0.1460879756341501,0.0,0.0,0.0,38.03718275532986
1959-01-19,35.439278756308546,30.802975432693632,48.136727850202284,35.439278756308546,35.439278756308546,0.12365704877971745,0.12365704877971745,0.12365704877971745,-0.016506430077595453,-0.016506430077595453,-0.016506430077595453,0.1401634788573129,0.1401634788573129,0.1401634788573129,0.0,0.0,0.0,39.8215953781954
1959-01-20,35.48068019328454,32.312380669625746,50.07211543819662,35.48068019328454,35.48068019328454,0.17036774922230888,0.17036774922230888,0.17036774922230888,0.03674109143012739,0.03674109143012739,0.03674109143012739,0.1336266577921815,0.1336266577921815,0.1336266577921815,0.0,0.0,0.0,41.52544381869098
1959-01-21,35.52208163026053,32.86361104322062,49.776956488522735,35.52208163026053,35.52208163026053,0.1693683890313609,0.1693683890313609,0.1693683890313609,0.04263883340643646,0.04263883340643646,0.04263883340643646,0.12672955562492444,0.12672955562492444,0.12672955562492444,0.0,0.0,0.0,41.53839937101825
1959-01-22,35.563483067236525,32.08642047788387,48.389055510628566,35.563483067236525,35.563483067236525,0.1427584415062379,0.1427584415062379,0.1427584415062379,0.02303577999999676,0.02303577999999676,0.02303577999999676,0.11972266150624113,0.11972266150624113,0.11972266150624113,0.0,0.0,0.0,40.64047048444869
1959-01-23,35.60488450421252,31.340490711009966,48.077398452897526,35.60488450421252,35.60488450421252,0.11306270225809914,0.11306270225809914,0.11306270225809914,0.0002142008123960839,0.0002142008123960839,0.0002142008123960839,0.11284850144570306,0.11284850144570306,0.11284850144570306,0.0,0.0,0.0,39.63046895984631
1959-01-24,35.646285941188516,30.98256976578238,46.723210539167056,35.646285941188516,35.646285941188516,0.09173889262952248,0.09173889262952248,0.09173889262952248,-0.014596621560020787,-0.014596621560020787,-0.014596621560020787,0.10633551418954326,0.10633551418954326,0.10633551418954326,0.0,0.0,0.0,38.916436739788466
1959-01-25,35.68768737816451,27.95387999428678,44.283000946638424,35.68768737816451,35.68768737816451,0.028865517879241895,0.028865517879241895,0.028865517879241895,-0.07152685401129505,-0.07152685401129505,-0.07152685401129505,0.10039237189053694,0.10039237189053694,0.10039237189053694,0.0,0.0,0.0,36.71783095624771
1959-01-26,35.72908881514051,30.028454144312338,46.96276205875106,35.72908881514051,35.72908881514051,0.07869646252829007,0.07869646252829007,0.07869646252829007,-0.01650643007761396,-0.01650643007761396,-0.01650643007761396,0.09520289260590403,0.09520289260590403,0.09520289260590403,0.0,0.0,0.0,38.54084171425116
1959-01-27,35.7704902521165,31.695536313788544,48.49806503692958,35.7704902521165,35.7704902521165,0.1276627663480348,0.1276627663480348,0.1276627663480348,0.03674109143013493,0.03674109143013493,0.03674109143013493,0.09092167491789986,0.09092167491789986,0.09092167491789986,0.0,0.0,0.0,40.337049991327106
1959-01-28,35.81189168098364,32.089633513115935,48.87168085285873,35.81189168098364,35.81189168098364,0.1303093981415244,0.1303093981415244,0.1303093981415244,0.04263883340643228,0.04263883340643228,0.04263883340643228,0.08767056473509213,0.08767056473509213,0.08767056473509213,0.0,0.0,0.0,40.47851773224209
1959-01-29,35.853293109850775,31.570279675638307,47.8780862245606,35.853293109850775,35.853293109850775,0.10857182116986795,0.10857182116986795,0.10857182116986795,0.02303577999999179,0.02303577999999179,0.02303577999999179,0.08553604116987616,0.08553604116987616,0.08553604116987616,0.0,0.0,0.0,39.745950437724346
1959-01-30,35.894694538717914,30.689143348260135,47.29621511547392,35.894694538717914,35.894694538717914,0.08478178376242705,0.08478178376242705,0.08478178376242705,0.00021420081238291908,0.00021420081238291908,0.00021420081238291908,0.08456758295004413,0.08456758295004413,0.08456758295004413,0.0,0.0,0.0,38.93791076931787
1959-01-31,35.936095967585054,30.453969208752852,46.47173037387007,35.936095967585054,35.936095967585054,0.07018042826148602,0.07018042826148602,0.07018042826148602,-0.014596621560004196,-0.014596621560004196,-0.014596621560004196,0.08477704982149022,0.08477704982149022,0.08477704982149022,0.0,0.0,0.0,38.458106572636034
1959-02-01,35.97749739645219,28.97420786632134,44.776452212608696,35.97749739645219,35.97749739645219,0.014612231578595454,0.014612231578595454,0.014612231578595454,-0.07152685401129691,-0.07152685401129691,-0.07152685401129691,0.08613908558989236,0.08613908558989236,0.08613908558989236,0.0,0.0,0.0,36.50320892002747
1959-02-02,36.01889882531933,30.131302613850927,46.8080927689018,36.01889882531933,36.01889882531933,0.0720860915284526,0.0720860915284526,0.0720860915284526,-0.016506430077609303,-0.016506430077609303,-0.016506430077609303,0.0885925216060619,0.0885925216060619,0.0885925216060619,0.0,0.0,0.0,38.61536046279538
1959-02-03,36.06030025418647,32.19278471991108,48.2217580717981,36.06030025418647,36.06030025418647,0.12878382382635123,0.12878382382635123,0.12878382382635123,0.036741091430142474,0.036741091430142474,0.036741091430142474,0.09204273239620878,0.09204273239620878,0.09204273239620878,0.0,0.0,0.0,40.70428360924695
1959-02-04,36.10170168305361,32.45636585801184,49.37159377937972,36.10170168305361,36.10170168305361,0.13900370293088443,0.13900370293088443,0.13900370293088443,0.0426388334064281,0.0426388334064281,0.0426388334064281,0.09636486952445635,0.09636486952445635,0.09636486952445635,0.0,0.0,0.0,41.11997189910421
1959-02-05,36.14310311192075,32.031554262205866,48.40858506132664,36.14310311192075,36.14310311192075,0.12444365635634691,0.12444365635634691,0.12444365635634691,0.0230357800000188,0.0230357800000188,0.0230357800000188,0.10140787635632811,0.10140787635632811,0.10140787635632811,0.0,0.0,0.0,40.64088301523263
1959-02-06,36.18450454078789,31.68540738338687,48.01370026405163,36.18450454078789,36.18450454078789,0.1072133666225865,0.1072133666225865,0.1072133666225865,0.00021420081238779191,0.00021420081238779191,0.00021420081238779191,0.10699916581019871,0.10699916581019871,0.10699916581019871,0.0,0.0,0.0,40.06396709217603
1959-02-07,36.22590596965503,31.732378888287936,48.71818319555047,36.22590596965503,36.22590596965503,0.09835320443768542,0.09835320443768542,0.09835320443768542,-0.014596621560015857,-0.014596621560015857,-0.014596621560015857,0.11294982599770126,0.11294982599770126,0.11294982599770126,0.0,0.0,0.0,39.78883990542888
